Synset ID,Lemma,Gendered Word,Gender,Is Gendered Word?,
oewn-10229140-n,instructress,ess,F,TRUE,
oewn-10048994-n,draftsman,man,M,TRUE,
oewn-10048994-n,draughtsman,man,M,TRUE,
oewn-09824747-n,bowman,man,M,TRUE,
oewn-10733335-n,toastmaster,master,M,FALSE,
oewn-09935109-n,chess master,master,M,FALSE,
oewn-10724535-n,thane,thane,M,TRUE,
oewn-09908991-n,cameraman,man,M,TRUE,
oewn-10711765-n,taskmaster,master,M,FALSE,
oewn-10633741-n,smasher,masher,M,FALSE,
oewn-10633741-n,smasher,smasher,F,FALSE,
oewn-10154390-n,godmother,mother,F,TRUE,
oewn-10154390-n,godmother,mother,F,TRUE,
oewn-09928935-n,character witness,ess,F,FALSE,
oewn-10613451-n,showman,man,M,TRUE,
oewn-10502980-n,property man,man,M,TRUE,
oewn-10502980-n,property master,master,M,FALSE,
oewn-10502980-n,propman,man,M,TRUE,
oewn-10597162-n,selling agent,gent,M,FALSE,
oewn-09914590-n,career girl,girl,F,TRUE,
oewn-09914590-n,career girl,girl,F,TRUE,
oewn-09914590-n,career girl,girl,F,TRUE,
oewn-09951794-n,coachman,man,M,TRUE,
oewn-10393500-n,agent,gent,M,FALSE,
oewn-10393500-n,federal agent,gent,M,FALSE,
oewn-10207609-n,hotelman,man,M,TRUE,
oewn-10122997-n,foreign agent,gent,M,FALSE,
oewn-10375912-n,newsagent,gent,M,FALSE,
oewn-10799781-n,witch,witch,F,TRUE,
oewn-10799781-n,witch,witch,F,TRUE,
